,time step,strategy_dynamics25
0,0,0.7
1,1,0.7115164011073554
2,2,0.7245530378006996
3,3,0.7391879239239926
4,4,0.7554498536319464
5,5,0.77329571508584
6,6,0.7925860786345604
7,7,0.8130633910685725
8,8,0.8343396695057795
9,9,0.8559023249144334
10,10,0.8771457618192228
11,11,0.8974308554425232
12,12,0.916164359026964
13,13,0.93287951053714
14,14,0.9472943255304908
15,15,0.9593302899684161
16,16,0.9690893322950606
17,17,0.9768022088184201
18,18,0.982768238688444
19,19,0.9873030712229772
20,20,0.9907027129823877
21,21,0.9932242430277587
22,22,0.9950793616928374
23,23,0.9964359284214332
24,24,0.9974234718988383
25,25,0.998140002628316
26,26,0.9986586400078552
27,27,0.9990333792647398
28,28,0.9993038004842439
29,29,0.9994987632286837
30,30,0.9996392298163834
31,31,0.9997403844059971
32,32,0.9998132038914584
33,33,0.9998656123232168
34,34,0.9999033240680162
35,35,0.9999304569465617
36,36,0.9999499767148039
37,37,0.9999640185648604
38,38,0.9999741193017914
39,39,0.9999813848221045
40,40,0.9999866108237617
41,41,0.9999903697566153
42,42,0.9999930734284966
43,43,0.9999950180691775
44,44,0.9999964167603936
45,45,0.999997422770263
46,46,0.9999981463412324
47,47,0.9999986667671865
48,48,0.9999990410811114
49,49,0.9999993103042988
50,50,0.9999995039413846
51,51,0.9999996432135491
52,52,0.9999997433840636
53,53,0.9999998154309696
54,54,0.999999867250164
55,55,0.9999999045207226
56,56,0.999999931327283
57,57,0.9999999506076921
58,58,0.9999999644749745
59,59,0.9999999744489079
60,60,0.9999999816225804
61,61,0.9999999867821874
62,62,0.9999999904931937
63,63,0.9999999931623054
64,64,0.9999999950820427
65,65,0.9999999964627985
66,66,0.9999999974558961
67,67,0.9999999981701736
68,68,0.999999998683912
69,69,0.9999999990534142
70,70,0.9999999993191757
71,71,0.9999999995103226
72,72,0.9999999996478034
73,73,0.9999999997466854
74,74,0.9999999998178055
75,75,0.999999999868958
76,76,0.9999999999057492
77,77,0.9999999999322109
78,78,0.9999999999512432
79,79,0.999999999964932
80,80,0.9999999999747776
81,81,0.999999999981859
82,82,0.9999999999869522
83,83,0.9999999999906155
84,84,0.9999999999932503
85,85,0.9999999999951453
86,86,0.9999999999965083
87,87,0.9999999999974887
88,88,0.9999999999981938
89,89,0.9999999999987009
90,90,0.9999999999990656
91,91,0.999999999999328
92,92,0.9999999999995166
93,93,0.9999999999996523
94,94,0.9999999999997499
95,95,0.9999999999998201
96,96,0.9999999999998707
97,97,0.999999999999907
98,98,0.999999999999933
99,99,0.9999999999999518
100,100,0.9999999999999654
101,101,0.9999999999999751
102,102,0.9999999999999821
103,103,0.9999999999999871
104,104,0.9999999999999908
105,105,0.9999999999999933
106,106,0.9999999999999952
107,107,0.9999999999999966
108,108,0.9999999999999976
109,109,0.9999999999999982
110,110,0.9999999999999988
111,111,0.9999999999999991
112,112,0.9999999999999993
113,113,0.9999999999999996
114,114,0.9999999999999997
115,115,0.9999999999999998
116,116,0.9999999999999998
117,117,0.9999999999999998
118,118,0.9999999999999998
119,119,0.9999999999999998
120,120,0.9999999999999998
121,121,0.9999999999999998
122,122,0.9999999999999998
123,123,0.9999999999999998
124,124,0.9999999999999998
125,125,0.9999999999999998
126,126,0.9999999999999998
127,127,0.9999999999999998
128,128,0.9999999999999998
129,129,0.9999999999999998
130,130,0.9999999999999998
131,131,0.9999999999999998
132,132,0.9999999999999998
133,133,0.9999999999999998
134,134,0.9999999999999998
135,135,0.9999999999999998
136,136,0.9999999999999998
137,137,0.9999999999999998
138,138,0.9999999999999998
139,139,0.9999999999999998
140,140,0.9999999999999998
141,141,0.9999999999999998
142,142,0.9999999999999998
143,143,0.9999999999999998
144,144,0.9999999999999998
145,145,0.9999999999999998
146,146,0.9999999999999998
147,147,0.9999999999999998
148,148,0.9999999999999998
149,149,0.9999999999999998
150,150,0.9999999999999998
151,151,0.9999999999999998
152,152,0.9999999999999998
153,153,0.9999999999999998
154,154,0.9999999999999998
155,155,0.9999999999999998
156,156,0.9999999999999998
157,157,0.9999999999999998
158,158,0.9999999999999998
159,159,0.9999999999999998
160,160,0.9999999999999998
161,161,0.9999999999999998
162,162,0.9999999999999998
163,163,0.9999999999999998
164,164,0.9999999999999998
165,165,0.9999999999999998
166,166,0.9999999999999998
167,167,0.9999999999999998
168,168,0.9999999999999998
169,169,0.9999999999999998
170,170,0.9999999999999998
171,171,0.9999999999999998
172,172,0.9999999999999998
173,173,0.9999999999999998
174,174,0.9999999999999998
175,175,0.9999999999999998
176,176,0.9999999999999998
177,177,0.9999999999999998
178,178,0.9999999999999998
179,179,0.9999999999999998
180,180,0.9999999999999998
181,181,0.9999999999999998
182,182,0.9999999999999998
183,183,0.9999999999999998
184,184,0.9999999999999998
185,185,0.9999999999999998
186,186,0.9999999999999998
187,187,0.9999999999999998
188,188,0.9999999999999998
189,189,0.9999999999999998
190,190,0.9999999999999998
191,191,0.9999999999999998
192,192,0.9999999999999998
193,193,0.9999999999999998
194,194,0.9999999999999998
195,195,0.9999999999999998
196,196,0.9999999999999998
197,197,0.9999999999999998
198,198,0.9999999999999998
199,199,0.9999999999999998
200,200,0.9999999999999998
201,201,0.9999999999999998
202,202,0.9999999999999998
203,203,0.9999999999999998
204,204,0.9999999999999998
205,205,0.9999999999999998
206,206,0.9999999999999998
207,207,0.9999999999999998
208,208,0.9999999999999998
209,209,0.9999999999999998
210,210,0.9999999999999998
211,211,0.9999999999999998
212,212,0.9999999999999998
213,213,0.9999999999999998
214,214,0.9999999999999998
215,215,0.9999999999999998
216,216,0.9999999999999998
217,217,0.9999999999999998
218,218,0.9999999999999998
219,219,0.9999999999999998
220,220,0.9999999999999998
221,221,0.9999999999999998
222,222,0.9999999999999998
223,223,0.9999999999999998
224,224,0.9999999999999998
225,225,0.9999999999999998
226,226,0.9999999999999998
227,227,0.9999999999999998
228,228,0.9999999999999998
229,229,0.9999999999999998
230,230,0.9999999999999998
231,231,0.9999999999999998
232,232,0.9999999999999998
233,233,0.9999999999999998
234,234,0.9999999999999998
235,235,0.9999999999999998
236,236,0.9999999999999998
237,237,0.9999999999999998
238,238,0.9999999999999998
239,239,0.9999999999999998
240,240,0.9999999999999998
241,241,0.9999999999999998
242,242,0.9999999999999998
243,243,0.9999999999999998
244,244,0.9999999999999998
245,245,0.9999999999999998
246,246,0.9999999999999998
247,247,0.9999999999999998
248,248,0.9999999999999998
249,249,0.9999999999999998
250,250,0.9999999999999998
251,251,0.9999999999999998
252,252,0.9999999999999998
253,253,0.9999999999999998
254,254,0.9999999999999998
255,255,0.9999999999999998
256,256,0.9999999999999998
257,257,0.9999999999999998
258,258,0.9999999999999998
259,259,0.9999999999999998
260,260,0.9999999999999998
261,261,0.9999999999999998
262,262,0.9999999999999998
263,263,0.9999999999999998
264,264,0.9999999999999998
265,265,0.9999999999999998
266,266,0.9999999999999998
267,267,0.9999999999999998
268,268,0.9999999999999998
269,269,0.9999999999999998
270,270,0.9999999999999998
271,271,0.9999999999999998
272,272,0.9999999999999998
273,273,0.9999999999999998
274,274,0.9999999999999998
275,275,0.9999999999999998
276,276,0.9999999999999998
277,277,0.9999999999999998
278,278,0.9999999999999998
279,279,0.9999999999999998
280,280,0.9999999999999998
281,281,0.9999999999999998
282,282,0.9999999999999998
283,283,0.9999999999999998
284,284,0.9999999999999998
285,285,0.9999999999999998
286,286,0.9999999999999998
287,287,0.9999999999999998
288,288,0.9999999999999998
289,289,0.9999999999999998
290,290,0.9999999999999998
291,291,0.9999999999999998
292,292,0.9999999999999998
293,293,0.9999999999999998
294,294,0.9999999999999998
295,295,0.9999999999999998
296,296,0.9999999999999998
297,297,0.9999999999999998
298,298,0.9999999999999998
299,299,0.9999999999999998
300,300,0.9999999999999998
301,301,0.9999999999999998
302,302,0.9999999999999998
303,303,0.9999999999999998
304,304,0.9999999999999998
305,305,0.9999999999999998
306,306,0.9999999999999998
307,307,0.9999999999999998
308,308,0.9999999999999998
309,309,0.9999999999999998
310,310,0.9999999999999998
311,311,0.9999999999999998
312,312,0.9999999999999998
313,313,0.9999999999999998
314,314,0.9999999999999998
315,315,0.9999999999999998
316,316,0.9999999999999998
317,317,0.9999999999999998
318,318,0.9999999999999998
319,319,0.9999999999999998
320,320,0.9999999999999998
321,321,0.9999999999999998
322,322,0.9999999999999998
323,323,0.9999999999999998
324,324,0.9999999999999998
325,325,0.9999999999999998
326,326,0.9999999999999998
327,327,0.9999999999999998
328,328,0.9999999999999998
329,329,0.9999999999999998
330,330,0.9999999999999998
331,331,0.9999999999999998
332,332,0.9999999999999998
333,333,0.9999999999999998
334,334,0.9999999999999998
335,335,0.9999999999999998
336,336,0.9999999999999998
337,337,0.9999999999999998
338,338,0.9999999999999998
339,339,0.9999999999999998
340,340,0.9999999999999998
341,341,0.9999999999999998
342,342,0.9999999999999998
343,343,0.9999999999999998
344,344,0.9999999999999998
345,345,0.9999999999999998
346,346,0.9999999999999998
347,347,0.9999999999999998
348,348,0.9999999999999998
349,349,0.9999999999999998
350,350,0.9999999999999998
351,351,0.9999999999999998
352,352,0.9999999999999998
353,353,0.9999999999999998
354,354,0.9999999999999998
355,355,0.9999999999999998
356,356,0.9999999999999998
357,357,0.9999999999999998
358,358,0.9999999999999998
359,359,0.9999999999999998
360,360,0.9999999999999998
361,361,0.9999999999999998
362,362,0.9999999999999998
363,363,0.9999999999999998
364,364,0.9999999999999998
365,365,0.9999999999999998
366,366,0.9999999999999998
367,367,0.9999999999999998
368,368,0.9999999999999998
369,369,0.9999999999999998
370,370,0.9999999999999998
371,371,0.9999999999999998
372,372,0.9999999999999998
373,373,0.9999999999999998
374,374,0.9999999999999998
375,375,0.9999999999999998
376,376,0.9999999999999998
377,377,0.9999999999999998
378,378,0.9999999999999998
379,379,0.9999999999999998
380,380,0.9999999999999998
381,381,0.9999999999999998
382,382,0.9999999999999998
383,383,0.9999999999999998
384,384,0.9999999999999998
385,385,0.9999999999999998
386,386,0.9999999999999998
387,387,0.9999999999999998
388,388,0.9999999999999998
389,389,0.9999999999999998
390,390,0.9999999999999998
391,391,0.9999999999999998
392,392,0.9999999999999998
393,393,0.9999999999999998
394,394,0.9999999999999998
395,395,0.9999999999999998
396,396,0.9999999999999998
397,397,0.9999999999999998
398,398,0.9999999999999998
399,399,0.9999999999999998
400,400,0.9999999999999998
401,401,0.9999999999999998
402,402,0.9999999999999998
403,403,0.9999999999999998
404,404,0.9999999999999998
405,405,0.9999999999999998
406,406,0.9999999999999998
407,407,0.9999999999999998
408,408,0.9999999999999998
409,409,0.9999999999999998
410,410,0.9999999999999998
411,411,0.9999999999999998
412,412,0.9999999999999998
413,413,0.9999999999999998
414,414,0.9999999999999998
415,415,0.9999999999999998
416,416,0.9999999999999998
417,417,0.9999999999999998
418,418,0.9999999999999998
419,419,0.9999999999999998
420,420,0.9999999999999998
421,421,0.9999999999999998
422,422,0.9999999999999998
423,423,0.9999999999999998
424,424,0.9999999999999998
425,425,0.9999999999999998
426,426,0.9999999999999998
427,427,0.9999999999999998
428,428,0.9999999999999998
429,429,0.9999999999999998
430,430,0.9999999999999998
431,431,0.9999999999999998
432,432,0.9999999999999998
433,433,0.9999999999999998
434,434,0.9999999999999998
435,435,0.9999999999999998
436,436,0.9999999999999998
437,437,0.9999999999999998
438,438,0.9999999999999998
439,439,0.9999999999999998
440,440,0.9999999999999998
441,441,0.9999999999999998
442,442,0.9999999999999998
443,443,0.9999999999999998
444,444,0.9999999999999998
445,445,0.9999999999999998
446,446,0.9999999999999998
447,447,0.9999999999999998
448,448,0.9999999999999998
449,449,0.9999999999999998
450,450,0.9999999999999998
451,451,0.9999999999999998
452,452,0.9999999999999998
453,453,0.9999999999999998
454,454,0.9999999999999998
455,455,0.9999999999999998
456,456,0.9999999999999998
457,457,0.9999999999999998
458,458,0.9999999999999998
459,459,0.9999999999999998
460,460,0.9999999999999998
461,461,0.9999999999999998
462,462,0.9999999999999998
463,463,0.9999999999999998
464,464,0.9999999999999998
465,465,0.9999999999999998
466,466,0.9999999999999998
467,467,0.9999999999999998
468,468,0.9999999999999998
469,469,0.9999999999999998
470,470,0.9999999999999998
471,471,0.9999999999999998
472,472,0.9999999999999998
473,473,0.9999999999999998
474,474,0.9999999999999998
475,475,0.9999999999999998
476,476,0.9999999999999998
477,477,0.9999999999999998
478,478,0.9999999999999998
479,479,0.9999999999999998
480,480,0.9999999999999998
481,481,0.9999999999999998
482,482,0.9999999999999998
483,483,0.9999999999999998
484,484,0.9999999999999998
485,485,0.9999999999999998
486,486,0.9999999999999998
487,487,0.9999999999999998
488,488,0.9999999999999998
489,489,0.9999999999999998
490,490,0.9999999999999998
491,491,0.9999999999999998
492,492,0.9999999999999998
493,493,0.9999999999999998
494,494,0.9999999999999998
495,495,0.9999999999999998
496,496,0.9999999999999998
497,497,0.9999999999999998
498,498,0.9999999999999998
499,499,0.9999999999999998
500,500,0.9999999999999998
501,501,0.9999999999999998
502,502,0.9999999999999998
503,503,0.9999999999999998
504,504,0.9999999999999998
505,505,0.9999999999999998
506,506,0.9999999999999998
507,507,0.9999999999999998
508,508,0.9999999999999998
509,509,0.9999999999999998
510,510,0.9999999999999998
511,511,0.9999999999999998
512,512,0.9999999999999998
513,513,0.9999999999999998
514,514,0.9999999999999998
515,515,0.9999999999999998
516,516,0.9999999999999998
517,517,0.9999999999999998
518,518,0.9999999999999998
519,519,0.9999999999999998
520,520,0.9999999999999998
521,521,0.9999999999999998
522,522,0.9999999999999998
523,523,0.9999999999999998
524,524,0.9999999999999998
525,525,0.9999999999999998
526,526,0.9999999999999998
527,527,0.9999999999999998
528,528,0.9999999999999998
529,529,0.9999999999999998
530,530,0.9999999999999998
531,531,0.9999999999999998
532,532,0.9999999999999998
533,533,0.9999999999999998
534,534,0.9999999999999998
535,535,0.9999999999999998
536,536,0.9999999999999998
537,537,0.9999999999999998
538,538,0.9999999999999998
539,539,0.9999999999999998
540,540,0.9999999999999998
541,541,0.9999999999999998
542,542,0.9999999999999998
543,543,0.9999999999999998
544,544,0.9999999999999998
545,545,0.9999999999999998
546,546,0.9999999999999998
547,547,0.9999999999999998
548,548,0.9999999999999998
549,549,0.9999999999999998
550,550,0.9999999999999998
551,551,0.9999999999999998
552,552,0.9999999999999998
553,553,0.9999999999999998
554,554,0.9999999999999998
555,555,0.9999999999999998
556,556,0.9999999999999998
557,557,0.9999999999999998
558,558,0.9999999999999998
559,559,0.9999999999999998
560,560,0.9999999999999998
561,561,0.9999999999999998
562,562,0.9999999999999998
563,563,0.9999999999999998
564,564,0.9999999999999998
565,565,0.9999999999999998
566,566,0.9999999999999998
567,567,0.9999999999999998
568,568,0.9999999999999998
569,569,0.9999999999999998
570,570,0.9999999999999998
571,571,0.9999999999999998
572,572,0.9999999999999998
573,573,0.9999999999999998
574,574,0.9999999999999998
575,575,0.9999999999999998
576,576,0.9999999999999998
577,577,0.9999999999999998
578,578,0.9999999999999998
579,579,0.9999999999999998
580,580,0.9999999999999998
581,581,0.9999999999999998
582,582,0.9999999999999998
583,583,0.9999999999999998
584,584,0.9999999999999998
585,585,0.9999999999999998
586,586,0.9999999999999998
587,587,0.9999999999999998
588,588,0.9999999999999998
589,589,0.9999999999999998
590,590,0.9999999999999998
591,591,0.9999999999999998
592,592,0.9999999999999998
593,593,0.9999999999999998
594,594,0.9999999999999998
595,595,0.9999999999999998
596,596,0.9999999999999998
597,597,0.9999999999999998
598,598,0.9999999999999998
599,599,0.9999999999999998
600,600,0.9999999999999998
601,601,0.9999999999999998
602,602,0.9999999999999998
603,603,0.9999999999999998
604,604,0.9999999999999998
605,605,0.9999999999999998
606,606,0.9999999999999998
607,607,0.9999999999999998
608,608,0.9999999999999998
609,609,0.9999999999999998
610,610,0.9999999999999998
611,611,0.9999999999999998
612,612,0.9999999999999998
613,613,0.9999999999999998
614,614,0.9999999999999998
615,615,0.9999999999999998
616,616,0.9999999999999998
617,617,0.9999999999999998
618,618,0.9999999999999998
619,619,0.9999999999999998
620,620,0.9999999999999998
621,621,0.9999999999999998
622,622,0.9999999999999998
623,623,0.9999999999999998
624,624,0.9999999999999998
625,625,0.9999999999999998
626,626,0.9999999999999998
627,627,0.9999999999999998
628,628,0.9999999999999998
629,629,0.9999999999999998
630,630,0.9999999999999998
631,631,0.9999999999999998
632,632,0.9999999999999998
633,633,0.9999999999999998
634,634,0.9999999999999998
635,635,0.9999999999999998
636,636,0.9999999999999998
637,637,0.9999999999999998
638,638,0.9999999999999998
639,639,0.9999999999999998
640,640,0.9999999999999998
641,641,0.9999999999999998
642,642,0.9999999999999998
643,643,0.9999999999999998
644,644,0.9999999999999998
645,645,0.9999999999999998
646,646,0.9999999999999998
647,647,0.9999999999999998
648,648,0.9999999999999998
649,649,0.9999999999999998
650,650,0.9999999999999998
651,651,0.9999999999999998
652,652,0.9999999999999998
653,653,0.9999999999999998
654,654,0.9999999999999998
655,655,0.9999999999999998
656,656,0.9999999999999998
657,657,0.9999999999999998
658,658,0.9999999999999998
659,659,0.9999999999999998
660,660,0.9999999999999998
661,661,0.9999999999999998
662,662,0.9999999999999998
663,663,0.9999999999999998
664,664,0.9999999999999998
665,665,0.9999999999999998
666,666,0.9999999999999998
667,667,0.9999999999999998
668,668,0.9999999999999998
669,669,0.9999999999999998
670,670,0.9999999999999998
671,671,0.9999999999999998
672,672,0.9999999999999998
673,673,0.9999999999999998
674,674,0.9999999999999998
675,675,0.9999999999999998
676,676,0.9999999999999998
677,677,0.9999999999999998
678,678,0.9999999999999998
679,679,0.9999999999999998
680,680,0.9999999999999998
681,681,0.9999999999999998
682,682,0.9999999999999998
683,683,0.9999999999999998
684,684,0.9999999999999998
685,685,0.9999999999999998
686,686,0.9999999999999998
687,687,0.9999999999999998
688,688,0.9999999999999998
689,689,0.9999999999999998
690,690,0.9999999999999998
691,691,0.9999999999999998
692,692,0.9999999999999998
693,693,0.9999999999999998
694,694,0.9999999999999998
